Unnamed: 0,carat,cut,cut_ord,color,clarity,clarity_ord,price,color_ord
11654,1.5,Premium,4,J,SI1,3,7258,4
11655,0.7,Premium,4,D,VS1,4,3229,5
11656,0.5,Very Good,3,E,VS2,5,1624,5
11657,1.11,Premium,4,H,SI2,2,4973,4
11658,1.51,Very Good,3,I,VS2,5,9178,4
11659,0.3,Very Good,3,E,VS2,5,658,5
11660,1.27,Premium,4,I,VS1,4,6532,4
11661,0.73,Premium,4,F,VS2,5,2882,5
11662,1.14,Very Good,3,E,SI2,2,5236,5
11663,0.44,Ideal,5,G,SI1,3,990,4
11664,0.41,Ideal,5,F,VS2,5,1107,5
11665,1.02,Very Good,3,F,SI1,3,4594,5
11666,0.31,Premium,4,F,VS2,5,625,5
11667,0.5,Premium,4,G,SI1,3,1286,4
11668,0.3,Premium,4,G,VVS2,6,684,4
11669,0.7,Ideal,5,F,VS1,4,3154,5
11670,1.16,Very Good,3,H,SI2,2,4455,4
11671,0.3,Very Good,3,G,VVS1,7,1013,4
11672,0.27,Very Good,3,E,VVS1,7,667,5
11673,0.9,Good,2,E,VVS1,7,7214,5
11674,0.51,Very Good,3,D,VS2,5,1599,5
11675,0.41,Very Good,3,D,SI1,3,717,5
11676,0.43,Ideal,5,H,VVS2,6,943,4
11677,0.3,Very Good,3,H,SI1,3,432,4
11678,0.36,Premium,4,D,VS2,5,852,5
11679,1.02,Very Good,3,F,VS2,5,6597,5
11680,0.82,Ideal,5,E,SI2,2,3131,5
11681,0.31,Premium,4,I,SI1,3,408,4
11682,0.41,Ideal,5,F,VS2,5,863,5
11683,1.5,Ideal,5,H,VS1,4,10080,4
11684,0.71,Ideal,5,D,VS2,5,3135,5
11685,1.34,Ideal,5,H,VS2,5,8771,4
11686,1.11,Ideal,5,G,SI2,2,5231,4
11687,1.29,Fair,1,F,SI2,2,4824,5
11688,0.9,Very Good,3,H,VS1,4,4455,4
11689,0.35,Premium,4,F,VS2,5,906,5
11690,1.0,Premium,4,E,SI1,3,5445,5
11691,0.42,Very Good,3,F,VS1,4,1031,5
11692,1.02,Very Good,3,F,VVS1,7,8990,5
11693,1.61,Premium,4,J,IF,8,10350,4
11694,1.54,Very Good,3,J,VS1,4,9285,4
11695,0.9,Very Good,3,E,SI2,2,3715,5
11696,0.51,Ideal,5,G,VS1,4,1652,4
11697,0.3,Premium,4,G,SI1,3,574,4
11698,1.52,Good,2,H,SI1,3,9898,4
11699,0.58,Ideal,5,G,SI2,2,1343,4
11700,1.2,Premium,4,I,VS2,5,5006,4
11701,1.54,Premium,4,E,SI1,3,11795,5
11702,1.01,Ideal,5,G,VS2,5,6239,4
11703,1.2,Ideal,5,E,SI2,2,5494,5
11704,1.01,Fair,1,F,SI2,2,3597,5
11705,0.36,Very Good,3,G,SI1,3,537,4
11706,0.36,Premium,4,E,VS2,5,1013,5
11707,0.7,Very Good,3,I,VVS1,7,2389,4
11708,1.53,Very Good,3,H,SI2,2,7991,4
11709,2.02,Ideal,5,J,VS1,4,15231,4
11710,1.01,Very Good,3,G,VVS2,6,7565,4
11711,2.04,Ideal,5,J,SI1,3,14130,4
11712,2.03,Very Good,3,I,VS2,5,15826,4
11713,1.03,Very Good,3,F,VS2,5,6153,5
11714,0.33,Ideal,5,D,VS2,5,1002,5
11715,1.35,Premium,4,I,SI1,3,6577,4
11716,1.53,Ideal,5,I,VS2,5,9189,4
11717,0.4,Very Good,3,F,VVS2,6,1049,5
11718,0.7,Good,2,D,SI2,2,2583,5
11719,0.9,Premium,4,D,SI1,3,4735,5
11720,1.35,Very Good,3,E,SI1,3,6860,5
11721,1.23,Ideal,5,J,VS2,5,5217,4
11722,1.15,Ideal,5,H,SI2,2,4315,4
11723,0.32,Ideal,5,F,VS2,5,645,5
11724,1.02,Ideal,5,F,SI2,2,4541,5
11725,1.52,Fair,1,H,SI1,3,8001,4
11726,0.41,Ideal,5,G,VS2,5,1061,4
11727,0.9,Fair,1,G,SI1,3,2691,4
11728,1.28,Premium,4,I,SI1,3,6093,4
11729,0.6,Premium,4,D,SI2,2,1196,5
11730,1.25,Ideal,5,J,SI1,3,5252,4
11731,1.07,Ideal,5,H,SI1,3,4830,4
11732,0.77,Ideal,5,E,SI1,3,3218,5
11733,0.79,Ideal,5,D,SI2,2,2853,5
11734,0.37,Ideal,5,H,IF,8,936,4
11735,0.31,Premium,4,D,VS2,5,636,5
11736,1.71,Premium,4,H,SI1,3,12338,4
11737,0.44,Very Good,3,F,SI1,3,829,5
11738,0.8,Very Good,3,H,SI1,3,2670,4
11739,0.7,Very Good,3,F,VS2,5,2400,5
11740,0.72,Premium,4,E,SI1,3,2666,5
11741,0.5,Fair,1,F,SI1,3,994,5
11742,1.3,Very Good,3,H,SI1,3,6307,4
11743,0.34,Ideal,5,I,SI1,3,459,4
11744,0.32,Ideal,5,F,VS2,5,828,5
11745,0.3,Premium,4,J,VS1,4,506,4
11746,1.21,Very Good,3,J,VS2,5,4691,4
11747,0.54,Ideal,5,D,VS1,4,2004,5
11748,1.01,Very Good,3,E,SI2,2,4355,5
11749,0.36,Ideal,5,D,VS2,5,1094,5
11750,1.02,Very Good,3,F,SI1,3,5058,5
11751,0.33,Premium,4,F,VS2,5,740,5
11752,0.34,Fair,1,F,VVS1,7,1040,5
11753,0.33,Premium,4,H,IF,8,1114,4
11754,0.7,Very Good,3,F,VS2,5,2400,5
11755,0.41,Good,2,G,SI1,3,671,4
11756,2.19,Premium,4,H,SI1,3,15801,4
11757,1.0,Fair,1,J,VS2,5,2811,4
11758,1.02,Ideal,5,H,SI1,3,5505,4
11759,1.21,Premium,4,F,SI2,2,6092,5
11760,0.7,Very Good,3,E,SI2,2,1894,5
11761,1.2,Premium,4,H,SI2,2,5376,4
11762,0.3,Very Good,3,G,VVS1,7,789,4
11763,0.5,Premium,4,J,VS1,4,1035,4
11764,0.35,Ideal,5,H,SI2,2,474,4
11765,0.51,Ideal,5,D,VS2,5,1787,5
11766,0.73,Premium,4,F,SI2,2,2309,5
11767,0.3,Ideal,5,G,IF,8,956,4
11768,0.91,Good,2,D,SI2,2,3660,5
11769,1.2,Ideal,5,F,VS2,5,8486,5
11770,1.0,Premium,4,E,VS2,5,6720,5
11771,2.0,Fair,1,H,VS1,4,14199,4
11772,0.53,Ideal,5,E,VVS2,6,2288,5
11773,0.41,Ideal,5,E,VS1,4,1153,5
11774,1.52,Good,2,E,I1,1,3105,5
11775,1.02,Ideal,5,G,VS1,4,6563,4
11776,2.01,Ideal,5,G,SI1,3,12829,4
11777,1.22,Very Good,3,G,IF,8,8793,4
11778,1.04,Ideal,5,G,VS2,5,6290,4
11779,0.3,Very Good,3,H,VVS2,6,533,4
11780,0.72,Premium,4,D,SI2,2,2155,5
11781,1.52,Fair,1,H,I1,1,4648,4
11782,0.43,Premium,4,G,VS2,5,1113,4
11783,1.07,Ideal,5,E,VS1,4,8998,5
11784,0.32,Good,2,H,VVS1,7,912,4
11785,0.33,Ideal,5,D,SI2,2,631,5
11786,1.02,Ideal,5,G,VVS2,6,8847,4
11787,0.42,Ideal,5,H,VS2,5,760,4
11788,1.51,Good,2,H,SI1,3,9218,4
11789,1.31,Ideal,5,I,VS2,5,6338,4
11790,1.5,Very Good,3,E,SI2,2,8820,5
11791,0.55,Ideal,5,J,SI1,3,1059,4
11792,0.7,Premium,4,I,SI1,3,1914,4
11793,1.02,Premium,4,H,I1,1,3141,4
11794,0.92,Good,2,E,SI2,2,3153,5
11795,0.74,Good,2,F,SI2,2,2685,5
11796,1.58,Premium,4,I,VS2,5,8583,4
11797,1.41,Very Good,3,F,SI2,2,7215,5
11798,0.51,Good,2,E,VS2,5,1781,5
11799,0.58,Ideal,5,D,VVS1,7,3732,5
11800,0.51,Very Good,3,E,VS1,4,1583,5
11801,1.21,Premium,4,J,SI1,3,4770,4
11802,0.55,Ideal,5,G,VS2,5,1854,4
11803,0.3,Good,2,H,SI1,3,432,4
11804,0.31,Ideal,5,G,VS2,5,698,4
11805,0.57,Good,2,E,VVS1,7,2990,5
11806,0.71,Very Good,3,D,VS2,5,3084,5
11807,1.54,Premium,4,H,I1,1,4980,4
11808,0.3,Ideal,5,D,SI1,3,552,5
11809,0.31,Premium,4,F,SI1,3,516,5
11810,0.41,Ideal,5,H,IF,8,1100,4
11811,1.13,Ideal,5,F,VS2,5,7756,5
11812,0.7,Premium,4,H,VS2,5,2074,4
11813,0.33,Ideal,5,E,VS1,4,850,5
11814,0.63,Very Good,3,D,SI1,3,1885,5
11815,0.8,Ideal,5,E,VS2,5,3972,5
11816,0.56,Premium,4,H,VS1,4,1585,4
11817,0.72,Ideal,5,E,VS1,4,3275,5
11818,0.4,Ideal,5,G,VS2,5,1240,4
11819,0.9,Good,2,I,VS2,5,3162,4
11820,1.16,Premium,4,I,SI1,3,5002,4
11821,0.71,Very Good,3,I,VVS1,7,2549,4
11822,0.58,Very Good,3,D,VVS2,6,2714,5
11823,1.05,Fair,1,G,VS2,5,5673,4
11824,0.91,Premium,4,E,SI1,3,4434,5
11825,1.11,Very Good,3,H,SI2,2,4029,4
11826,0.38,Ideal,5,E,VVS1,7,1211,5
11827,0.26,Ideal,5,F,VVS2,6,599,5
11828,0.51,Ideal,5,E,VS1,4,2075,5
11829,0.54,Ideal,5,F,VS2,5,1837,5
11830,0.56,Very Good,3,G,VS1,4,1912,4
11831,1.4,Ideal,5,H,IF,8,10976,4
11832,0.8,Ideal,5,G,VVS2,6,4146,4
11833,0.33,Ideal,5,G,IF,8,1052,4
11834,0.51,Ideal,5,D,VS1,4,1873,5
11835,0.54,Ideal,5,G,SI1,3,1574,4
11836,0.41,Premium,4,E,SI1,3,775,5
11837,1.2,Premium,4,G,SI1,3,6586,4
11838,0.72,Very Good,3,G,VVS2,6,3449,4
11839,0.71,Very Good,3,G,SI2,2,1993,4
11840,0.32,Ideal,5,I,VS1,4,605,4
11841,1.51,Very Good,3,I,VS1,4,9640,4
11842,0.39,Premium,4,F,VS1,4,956,5
11843,0.41,Premium,4,D,SI1,3,791,5
11844,1.0,Very Good,3,H,SI1,3,4995,4
11845,0.34,Good,2,G,VVS2,6,826,4
11846,1.13,Ideal,5,F,SI2,2,4778,5
11847,0.9,Good,2,F,SI2,2,3210,5
11848,0.36,Ideal,5,D,SI1,3,663,5
11849,1.52,Very Good,3,J,VS2,5,7504,4
11850,1.04,Ideal,5,F,SI1,3,5626,5
11851,0.32,Premium,4,H,VS1,4,672,4
11852,2.5,Fair,1,F,SI2,2,17405,5
11853,0.32,Ideal,5,I,IF,8,864,4
11854,0.91,Very Good,3,E,SI1,3,4188,5
11855,1.12,Premium,4,H,SI2,2,4641,4
11856,1.14,Good,2,G,VS2,5,6681,4
11857,0.3,Premium,4,E,VS2,5,658,5
11858,0.39,Ideal,5,E,VS2,5,875,5
11859,1.02,Ideal,5,E,VS2,5,8225,5
11860,1.24,Very Good,3,I,SI2,2,5497,4
11861,0.38,Ideal,5,G,SI1,3,969,4
11862,0.9,Fair,1,H,VS2,5,3375,4
11863,1.02,Ideal,5,G,SI2,2,4890,4
11864,2.52,Fair,1,G,I1,1,10076,4
11865,1.0,Premium,4,F,SI1,3,5197,5
11866,0.93,Premium,4,F,SI2,2,3333,5
11867,0.32,Very Good,3,F,VS2,5,645,5
11868,0.5,Very Good,3,D,SI1,3,1190,5
11869,0.6,Fair,1,G,SI1,3,1305,4
11870,1.26,Premium,4,J,SI1,3,5080,4
11871,0.75,Very Good,3,I,VS1,4,2385,4
11872,1.74,Premium,4,J,VS2,5,8364,4
11873,0.41,Very Good,3,D,SI2,2,638,5
11874,0.9,Fair,1,H,SI1,3,3024,4
11875,0.58,Ideal,5,G,VS1,4,1911,4
11876,1.0,Premium,4,F,VS1,4,7056,5
11877,0.53,Ideal,5,G,VS1,4,1721,4
11878,0.76,Ideal,5,E,SI2,2,2873,5
11879,0.61,Ideal,5,H,VS1,4,2053,4
11880,1.0,Fair,1,I,VS1,4,3763,4
11881,0.31,Ideal,5,E,VS1,4,942,5
11882,0.32,Premium,4,H,VS2,5,648,4
11883,0.77,Good,2,D,VS2,5,3489,5
11884,0.77,Good,2,G,SI2,2,2550,4
11885,1.2,Ideal,5,H,VS2,5,7072,4
11886,0.33,Ideal,5,F,IF,8,1389,5
11887,1.41,Good,2,D,SI2,2,7501,5
11888,1.06,Ideal,5,H,SI2,2,4749,4
11889,0.73,Very Good,3,E,SI2,2,2409,5
11890,0.84,Ideal,5,I,VS2,5,3475,4
11891,0.7,Ideal,5,J,SI1,3,1926,4
11892,0.73,Ideal,5,F,VVS1,7,5154,5
11893,0.52,Ideal,5,D,VS1,4,1707,5
11894,0.77,Ideal,5,J,SI1,3,2147,4
11895,0.33,Ideal,5,D,VVS2,6,1021,5
11896,1.11,Premium,4,F,VVS2,6,9548,5
11897,0.8,Ideal,5,I,SI1,3,2927,4
11898,1.03,Premium,4,D,SI1,3,5491,5
11899,1.62,Ideal,5,H,SI2,2,8865,4
11900,1.01,Very Good,3,G,VVS2,6,6371,4
11901,1.07,Premium,4,H,SI1,3,5123,4
11902,0.43,Very Good,3,D,SI1,3,993,5
11903,1.05,Ideal,5,F,VS1,4,8100,5
11904,1.19,Ideal,5,J,SI1,3,4678,4
11905,0.4,Ideal,5,F,VVS2,6,1088,5
11906,0.31,Ideal,5,G,VVS1,7,789,4
11907,1.22,Premium,4,F,SI1,3,6887,5
11908,0.41,Ideal,5,F,VVS1,7,1356,5
11909,1.65,Ideal,5,D,SI2,2,10847,5
11910,0.32,Ideal,5,E,VS2,5,900,5
11911,1.12,Very Good,3,G,VS1,4,7687,4
11912,0.32,Premium,4,F,SI1,3,684,5
11913,1.03,Ideal,5,D,SI1,3,5804,5
11914,0.27,Very Good,3,F,VVS1,7,544,5
11915,1.23,Very Good,3,H,VS2,5,6848,4
11916,0.28,Good,2,E,VS2,5,625,5
11917,0.38,Ideal,5,G,VVS1,7,993,4
11918,0.56,Ideal,5,D,SI1,3,1723,5
11919,0.87,Ideal,5,H,SI2,2,2816,4
11920,0.4,Premium,4,D,VVS2,6,1263,5
11921,0.7,Premium,4,F,SI2,2,2213,5
11922,0.5,Premium,4,F,VS2,5,1654,5
11923,2.01,Very Good,3,F,SI1,3,13275,5
11924,1.02,Fair,1,H,I1,1,2999,4
11925,1.24,Premium,4,H,VS1,4,7358,4
11926,0.4,Ideal,5,G,VVS2,6,931,4
11927,0.33,Ideal,5,G,IF,8,984,4
11928,0.42,Premium,4,E,VS2,5,1024,5
11929,1.05,Good,2,F,SI1,3,4729,5
11930,0.55,Very Good,3,E,VS2,5,1831,5
11931,1.5,Good,2,G,VS2,5,11577,4
11932,1.15,Very Good,3,D,VS2,5,7662,5
11933,0.91,Good,2,E,SI1,3,4211,5
11934,0.5,Premium,4,E,VS2,5,1629,5
11935,1.2,Premium,4,G,VS1,4,8911,4
11936,0.56,Ideal,5,G,VS2,5,1698,4
11937,0.91,Ideal,5,H,SI2,2,3854,4
11938,0.9,Very Good,3,E,VS1,4,4449,5
11939,0.41,Good,2,F,VS2,5,749,5
11940,0.32,Ideal,5,H,VS2,5,648,4
11941,0.32,Good,2,E,SI1,3,561,5
11942,0.3,Ideal,5,E,VS2,5,621,5
11943,0.7,Premium,4,F,VVS2,6,3136,5
11944,1.2,Premium,4,H,VS2,5,6500,4
11945,0.32,Ideal,5,E,VVS1,7,954,5
11946,0.31,Very Good,3,J,SI1,3,353,4
11947,0.7,Ideal,5,G,VVS2,6,3205,4
11948,0.31,Premium,4,G,VS2,5,544,4
11949,0.4,Premium,4,F,VS1,4,1050,5
11950,0.32,Very Good,3,I,VS2,5,449,4
11951,0.5,Very Good,3,D,VS2,5,1632,5
11952,0.26,Ideal,5,H,VVS2,6,478,4
11953,0.31,Ideal,5,E,VS2,5,872,5
11954,0.37,Premium,4,H,VS1,4,833,4
11955,1.77,Ideal,5,J,VS1,4,11150,4
11956,2.03,Fair,1,G,I1,1,6377,4
11957,1.19,Ideal,5,G,VVS2,6,9403,4
11958,0.3,Ideal,5,G,VVS2,6,665,4
11959,0.73,Ideal,5,D,SI2,2,2683,5
11960,1.01,Ideal,5,G,VS1,4,6618,4
11961,0.41,Good,2,D,SI1,3,738,5
11962,0.71,Premium,4,E,SI1,3,2329,5
11963,0.4,Ideal,5,H,VVS2,6,1125,4
11964,0.78,Ideal,5,D,VS2,5,3595,5
11965,1.24,Premium,4,H,SI1,3,6686,4
11966,0.85,Good,2,J,SI1,3,2278,4
11967,0.3,Ideal,5,F,VVS1,7,814,5
11968,0.31,Ideal,5,E,VS2,5,872,5
11969,0.7,Ideal,5,F,VVS1,7,4951,5
11970,0.57,Ideal,5,F,VS1,4,1949,5
11971,1.01,Premium,4,H,VS2,5,5190,4
11972,0.34,Ideal,5,E,VS2,5,956,5
11973,1.17,Good,2,D,SI2,2,3866,5
11974,1.75,Very Good,3,J,VS1,4,10681,4
11975,0.7,Premium,4,D,SI2,2,2596,5
11976,0.36,Ideal,5,I,VS1,4,587,4
11977,0.31,Ideal,5,H,VS2,5,489,4
11978,1.23,Very Good,3,G,VVS2,6,9803,4
11979,0.32,Ideal,5,D,VS2,5,758,5
11980,0.32,Premium,4,D,SI1,3,756,5
11981,0.38,Ideal,5,F,VS2,5,789,5
11982,0.98,Very Good,3,H,SI2,2,3731,4
11983,0.71,Ideal,5,G,VS1,4,3431,4
11984,0.32,Ideal,5,G,SI2,2,407,4
11985,1.01,Very Good,3,G,SI2,2,3852,4
11986,0.72,Ideal,5,D,VS2,5,3275,5
11987,0.54,Ideal,5,G,VVS1,7,2007,4
11988,1.0,Good,2,D,SI2,2,4520,5
11989,2.03,Premium,4,H,SI1,3,16900,4
11990,0.52,Ideal,5,F,SI1,3,1223,5
11991,0.3,Ideal,5,F,IF,8,873,5
11992,2.14,Very Good,3,F,SI2,2,17582,5
11993,0.25,Ideal,5,E,VVS1,7,783,5
11994,0.51,Ideal,5,F,VVS1,7,2726,5
11995,0.42,Very Good,3,F,SI1,3,722,5
11996,0.76,Ideal,5,H,VVS2,6,3249,4
11997,0.32,Ideal,5,H,VS1,4,720,4
11998,1.11,Good,2,J,SI1,3,3916,4
11999,0.9,Good,2,F,VS1,4,4580,5
12000,0.7,Very Good,3,H,VS2,5,2508,4
12001,0.73,Ideal,5,D,VS2,5,3528,5
12002,0.7,Fair,1,G,VS1,4,2384,4
12003,1.02,Very Good,3,H,SI2,2,4004,4
12004,0.27,Ideal,5,E,VVS2,6,622,5
12005,0.55,Very Good,3,E,SI2,2,1145,5
12006,0.7,Very Good,3,F,VS2,5,2812,5
12007,0.38,Premium,4,D,VS1,4,1067,5
12008,0.9,Good,2,G,SI2,2,3246,4
12009,0.71,Very Good,3,G,SI1,3,2364,4
12010,0.31,Very Good,3,F,VVS2,6,754,5
12011,0.55,Premium,4,G,SI2,2,1186,4
12012,0.73,Ideal,5,G,VS2,5,3389,4
12013,0.33,Ideal,5,H,VS1,4,579,4
12014,1.01,Ideal,5,F,VS1,4,7870,5
12015,1.04,Ideal,5,G,VS1,4,7457,4
12016,1.01,Very Good,3,F,VS2,5,5560,5
12017,2.04,Very Good,3,I,SI1,3,16420,4
12018,0.4,Good,2,E,SI1,3,662,5
12019,1.08,Ideal,5,F,VS2,5,7629,5
12020,0.34,Ideal,5,D,VVS2,6,918,5
12021,1.2,Very Good,3,G,SI2,2,5116,4
12022,0.38,Ideal,5,E,VS2,5,853,5
12023,0.42,Premium,4,E,SI1,3,722,5
12024,0.53,Ideal,5,G,VS1,4,1813,4
12025,0.55,Very Good,3,E,VS1,4,1941,5
12026,0.93,Very Good,3,E,VS2,5,5616,5
12027,0.35,Ideal,5,F,VS2,5,706,5
12028,1.22,Premium,4,G,SI2,2,5436,4
12029,0.33,Ideal,5,G,SI1,3,631,4
12030,1.03,Ideal,5,F,VVS2,6,9413,5
12031,0.3,Ideal,5,G,VS1,4,605,4
12032,0.53,Good,2,F,VS1,4,1688,5
12033,1.51,Fair,1,D,SI2,2,9555,5
12034,0.91,Premium,4,H,SI1,3,3475,4
12035,0.72,Very Good,3,F,SI2,2,2126,5
12036,1.7,Good,2,E,VS2,5,15385,5
12037,0.4,Ideal,5,G,VVS1,7,1123,4
12038,0.32,Premium,4,D,VVS2,6,926,5
12039,0.4,Very Good,3,G,IF,8,1173,4
12040,0.27,Very Good,3,G,VVS2,6,504,4
12041,0.43,Good,2,E,SI1,3,739,5
12042,0.7,Ideal,5,I,VVS2,6,2276,4
12043,1.06,Ideal,5,I,SI2,2,3975,4
12044,1.5,Good,2,E,SI1,3,11795,5
12045,1.59,Very Good,3,D,SI2,2,10685,5
12046,1.47,Ideal,5,I,VS2,5,7284,4
12047,0.41,Ideal,5,H,VS1,4,750,4
12048,0.31,Ideal,5,G,IF,8,891,4
12049,1.21,Ideal,5,J,SI1,3,5341,4
12050,0.38,Ideal,5,E,SI1,3,898,5
12051,1.01,Premium,4,I,VS2,5,4676,4
12052,0.32,Ideal,5,D,VS2,5,972,5
12053,1.21,Ideal,5,I,SI1,3,5556,4
12054,0.33,Ideal,5,F,VVS2,6,810,5
12055,2.53,Ideal,5,J,SI2,2,15993,4
12056,0.92,Very Good,3,D,SI2,2,3823,5
12057,0.43,Ideal,5,F,SI1,3,1016,5
12058,1.08,Ideal,5,H,SI2,2,4491,4
12059,0.4,Premium,4,F,VS2,5,842,5
12060,0.51,Ideal,5,G,VS1,4,1691,4
12061,0.51,Premium,4,G,VS1,4,1656,4
12062,0.51,Ideal,5,E,SI2,2,1170,5
12063,0.41,Premium,4,G,VS2,5,827,4
12064,1.2,Good,2,D,SI2,2,6344,5
12065,0.71,Ideal,5,E,VS2,5,2891,5
12066,1.0,Premium,4,D,SI2,2,4816,5
12067,1.5,Very Good,3,F,SI1,3,10973,5
12068,1.02,Very Good,3,E,VS2,5,6816,5
12069,0.59,Ideal,5,G,SI1,3,1891,4
12070,1.17,Ideal,5,G,VS2,5,7548,4
12071,1.52,Premium,4,D,SI2,2,9959,5
12072,0.3,Ideal,5,F,VS2,5,776,5
12073,0.91,Ideal,5,F,SI2,2,4642,5
12074,1.01,Good,2,F,SI2,2,3886,5
12075,0.41,Ideal,5,E,VS1,4,997,5
12076,1.01,Good,2,D,SI1,3,5443,5
12077,1.21,Ideal,5,D,SI2,2,6190,5
12078,0.31,Ideal,5,H,IF,8,816,4
12079,0.92,Ideal,5,F,SI2,2,4691,5
12080,1.14,Ideal,5,F,VS1,4,8953,5
12081,1.08,Ideal,5,J,SI1,3,4524,4
12082,0.4,Ideal,5,E,VVS2,6,1056,5
12083,0.56,Ideal,5,E,VS1,4,1978,5
12084,0.54,Very Good,3,E,VS2,5,1426,5
12085,0.54,Ideal,5,E,SI1,3,1777,5
12086,0.9,Very Good,3,G,SI2,2,3539,4
12087,0.71,Ideal,5,H,VS1,4,3229,4
12088,0.7,Ideal,5,I,VS1,4,2924,4
12089,0.56,Very Good,3,G,VVS2,6,2010,4
12090,0.91,Premium,4,G,SI2,2,3423,4
12091,0.83,Ideal,5,G,SI1,3,3044,4
12092,0.71,Ideal,5,H,SI2,2,1800,4
12093,0.65,Very Good,3,D,VS1,4,2752,5
12094,0.3,Ideal,5,H,VVS2,6,776,4
12095,1.02,Premium,4,H,SI2,2,4798,4
12096,0.33,Premium,4,G,VVS1,7,1114,4
12097,0.41,Ideal,5,E,VS1,4,1079,5
12098,1.28,Ideal,5,I,VS1,4,7025,4
12099,0.63,Ideal,5,F,VVS2,6,2961,5
12100,0.91,Premium,4,G,SI2,2,3363,4
12101,1.01,Very Good,3,G,VS1,4,6618,4
12102,0.31,Very Good,3,E,VVS1,7,763,5
12103,0.77,Ideal,5,G,SI1,3,3253,4
12104,0.42,Premium,4,E,VS2,5,958,5
12105,0.72,Very Good,3,J,SI1,3,1989,4
12106,1.01,Good,2,G,SI2,2,3923,4
12107,0.32,Ideal,5,E,VS2,5,702,5
12108,1.1,Very Good,3,J,SI2,2,4283,4
12109,0.57,Ideal,5,F,VS2,5,1567,5
12110,0.45,Good,2,F,VS1,4,1144,5
12111,1.01,Very Good,3,G,VVS2,6,7226,4
12112,1.38,Fair,1,G,SI2,2,4730,4
12113,1.01,Good,2,F,SI2,2,4121,5
12114,0.36,Ideal,5,E,VS2,5,1013,5
12115,0.72,Very Good,3,D,SI1,3,2285,5
12116,0.24,Ideal,5,E,SI1,3,486,5
12117,1.01,Very Good,3,H,SI1,3,4432,4
12118,1.03,Premium,4,D,SI2,2,3675,5
12119,0.83,Good,2,H,SI2,2,2316,4
12120,0.31,Good,2,F,VS2,5,637,5
12121,1.04,Ideal,5,G,VS1,4,7457,4
12122,0.9,Very Good,3,E,SI2,2,3584,5
12123,0.25,Very Good,3,D,VVS1,7,533,5
12124,1.11,Very Good,3,H,SI1,3,4871,4
12125,1.01,Ideal,5,G,VS1,4,7059,4
12126,1.0,Premium,4,F,SI2,2,4200,5
12127,1.02,Premium,4,G,SI2,2,4552,4
12128,0.9,Good,2,D,SI1,3,4419,5
12129,0.35,Good,2,D,SI2,2,522,5
12130,0.32,Ideal,5,E,VS2,5,846,5
12131,1.21,Very Good,3,H,VS2,5,6189,4
12132,1.1,Very Good,3,F,VS2,5,5218,5
12133,1.01,Ideal,5,G,VS1,4,6794,4
12134,1.14,Ideal,5,E,VVS2,6,10703,5
12135,0.5,Very Good,3,F,SI1,3,1250,5
12136,1.51,Ideal,5,G,SI2,2,7103,4
12137,0.54,Ideal,5,H,VS2,5,1453,4
12138,0.3,Very Good,3,I,VVS1,7,552,4
12139,1.51,Premium,4,J,VS2,5,7553,4
12140,0.57,Very Good,3,I,SI1,3,1151,4
12141,0.3,Ideal,5,E,VS1,4,703,5
12142,0.54,Very Good,3,E,SI2,2,1250,5
12143,0.43,Ideal,5,J,SI1,3,708,4
12144,0.4,Ideal,5,F,VS1,4,971,5
12145,1.21,Ideal,5,J,SI1,3,5232,4
12146,1.22,Ideal,5,G,VVS2,6,11003,4
12147,1.5,Premium,4,E,SI2,2,7182,5
12148,1.5,Very Good,3,G,VS2,5,12156,4
12149,1.52,Premium,4,H,VS2,5,9704,4
12150,0.39,Very Good,3,G,SI1,3,684,4
12151,0.71,Ideal,5,F,VS1,4,3284,5
12152,0.57,Ideal,5,I,VS2,5,1410,4
12153,0.74,Very Good,3,F,SI1,3,2583,5
12154,0.94,Ideal,5,E,SI2,2,3915,5
12155,1.2,Very Good,3,G,SI1,3,5607,4
12156,1.02,Ideal,5,J,VS2,5,4397,4
12157,0.34,Ideal,5,G,VVS1,7,844,4
12158,0.32,Ideal,5,G,VVS2,6,730,4
12159,0.77,Ideal,5,G,VS2,5,3114,4
12160,0.9,Ideal,5,D,VS2,5,6689,5
12161,1.63,Ideal,5,H,VS2,5,12155,4
12162,0.7,Very Good,3,G,SI1,3,2281,4
12163,0.38,Ideal,5,F,VS2,5,969,5
12164,1.59,Ideal,5,I,SI2,2,7978,4
12165,0.4,Ideal,5,E,VS1,4,940,5
12166,1.52,Premium,4,J,SI1,3,5618,4
12167,1.06,Fair,1,J,SI2,2,2992,4
12168,1.63,Good,2,I,SI1,3,9556,4
12169,0.5,Good,2,D,SI1,3,1169,5
12170,0.37,Very Good,3,E,VS2,5,811,5
12171,1.32,Premium,4,H,VS1,4,5958,4
12172,0.9,Good,2,H,SI1,3,3726,4
12173,0.31,Ideal,5,G,VVS1,7,789,4
12174,0.9,Very Good,3,E,SI1,3,4795,5
12175,0.71,Ideal,5,F,SI2,2,2304,5
12176,0.23,Very Good,3,E,VS2,5,400,5
12177,0.29,Very Good,3,D,SI2,2,705,5
12178,2.01,Very Good,3,E,SI2,2,15618,5
12179,1.56,Ideal,5,I,VS1,4,10399,4
12180,0.71,Ideal,5,E,VS2,5,2709,5
12181,0.7,Good,2,H,SI2,2,1856,4
